word_index word embedding1 pe_weight1 weight1 weight2 bias1 bias2 bias3 bias4
38 America’s, 0.010512 -0.062590 0.101281 -0.000200 0.000000 0.000000 0.000000 0.000000
39 birthed -0.002652 0.015788 0.006444 -0.000013 0.000000 0.000000 0.000000 0.000000
40 democracies. -0.000744 0.004429 0.000507 -0.000001 0.000000 0.000000 0.000000 0.000000
41 Leaders -0.142985 0.851341 18.738281 -0.037080 0.000000 0.000000 0.000000 0.000000
42 Caesar 0.153275 -0.912607 21.532282 -0.042609 0.000000 0.000000 0.000000 0.000000
43 or 0.003418 -0.020353 0.010709 -0.000021 0.000000 0.000000 0.000000 0.000000
44 Lincoln -0.005610 0.033401 0.028842 -0.000057 0.000000 0.000000 0.000000 0.000000
45 left -0.010551 0.062820 0.102027 -0.000202 0.000000 0.000000 0.000000 0.000000
46 marks. -0.005265 0.031348 0.025407 -0.000050 0.000000 0.000000 0.000000 0.000000
47 Trade -0.004128 0.024579 0.015619 -0.000031 0.000000 0.000000 0.000000 0.000000
48 connected -0.016215 0.096545 0.240980 -0.000477 0.000000 0.000000 0.000000 0.000000
49 continents, -0.009667 0.057559 0.085655 -0.000169 0.000000 0.000000 0.000000 0.000000
50 spreading 0.151438 -0.901668 21.019205 -0.041594 0.000000 0.000000 0.000000 0.000000
51 goods 0.016004 -0.095287 0.234743 -0.000465 0.000000 0.000000 0.000000 0.000000
52 ideas. 0.005945 -0.035396 0.032392 -0.000064 0.000000 0.000000 0.000000 0.000000
53 teaches 0.021224 -0.126370 0.412865 -0.000817 0.000000 0.000000 0.000000 0.000000
54 patterns, 0.007006 -0.041712 0.044983 -0.000089 0.000000 0.000000 0.000000 0.000000
55 power 0.001906 -0.011350 0.003330 -0.000007 0.000000 0.000000 0.000000 0.000000
56 shifting 0.010169 -0.060544 0.094770 -0.000188 0.000000 0.000000 0.000000 0.000000
57 with 0.016675 -0.099281 0.254833 -0.000504 0.000000 0.000000 0.000000 0.000000
58 technology. 0.004047 -0.024096 0.015011 -0.000030 0.000000 0.000000 0.000000 0.000000
59 end_token 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000
