epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
10 22 Renaissance 0.023748 0.022033 -0.001715 0.000068 0.000059 -0.000009 0.000052 0.000599 0.000547 - - +
10 23 sparked 0.009332 0.008658 -0.000674 0.000010 0.000009 -0.000001 0.000008 0.000093 0.000085 - - +
10 24 art -0.032794 -0.030426 0.002368 0.000130 0.000112 -0.000018 0.000099 0.001143 0.001044 + - +
10 25 science. -0.035314 -0.032763 0.002550 0.000150 0.000129 -0.000021 0.000115 0.001325 0.001210 + - +
10 26 Wars -0.020242 -0.018780 0.001462 0.000049 0.000043 -0.000007 0.000038 0.000435 0.000398 + - +
10 27 shaped 0.031761 0.029468 -0.002294 0.000121 0.000105 -0.000017 0.000093 0.001072 0.000979 - - +
10 28 nations—World -0.008537 -0.007920 0.000616 0.000009 0.000008 -0.000001 0.000007 0.000077 0.000071 + - +
10 29 War -0.000666 -0.000617 0.000048 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 + - +
10 30 II -0.013211 -0.012257 0.000954 0.000021 0.000018 -0.000003 0.000016 0.000185 0.000169 + - +
10 31 involved -0.024784 -0.022994 0.001790 0.000074 0.000064 -0.000010 0.000057 0.000653 0.000596 + - +
10 32 tanks, -0.009651 -0.008954 0.000697 0.000011 0.000010 -0.000002 0.000009 0.000099 0.000090 + - +
10 33 planes, 0.022481 0.020857 -0.001623 0.000061 0.000052 -0.000008 0.000047 0.000537 0.000490 - - +
10 34 millions -0.026944 -0.024998 0.001946 0.000087 0.000075 -0.000012 0.000067 0.000771 0.000704 + - +
10 35 dead. -0.013652 -0.012666 0.000986 0.000022 0.000019 -0.000003 0.000017 0.000198 0.000181 + - +
10 36 Revolutions, 0.002207 0.002048 -0.000159 0.000001 0.000001 -0.000000 0.000000 0.000005 0.000005 - - +
10 37 like -0.049132 -0.119500 -0.070368 0.000291 0.001722 0.001431 0.000222 0.017626 0.017403 - + +
10 38 America’s, 0.022128 0.020530 -0.001598 0.000059 0.000051 -0.000008 0.000045 0.000520 0.000475 - - +
10 39 birthed -0.002437 -0.002261 0.000176 0.000001 0.000001 -0.000000 0.000001 0.000006 0.000006 + - +
10 40 democracies. -0.004188 -0.003885 0.000302 0.000002 0.000002 -0.000000 0.000002 0.000019 0.000017 + - +
10 41 Leaders -0.018737 -0.017384 0.001353 0.000042 0.000036 -0.000006 0.000032 0.000373 0.000341 + - +
10 42 Caesar 0.026030 0.024150 -0.001880 0.000082 0.000070 -0.000011 0.000062 0.000720 0.000657 - - +
10 43 or 0.005664 0.005255 -0.000409 0.000004 0.000003 -0.000001 0.000003 0.000034 0.000031 - - +
10 44 Lincoln -0.014630 -0.013573 0.001056 0.000026 0.000022 -0.000004 0.000020 0.000227 0.000208 + - +
10 45 left -0.017028 -0.015798 0.001230 0.000035 0.000030 -0.000005 0.000027 0.000308 0.000281 + - +
10 46 marks. -0.013120 -0.012173 0.000947 0.000021 0.000018 -0.000003 0.000016 0.000183 0.000167 + - +
10 47 Trade -0.021800 -0.020226 0.001574 0.000057 0.000049 -0.000008 0.000044 0.000505 0.000461 + - +
10 48 connected -0.032458 -0.030114 0.002344 0.000127 0.000109 -0.000018 0.000097 0.001119 0.001022 + - +
10 49 continents, -0.033915 -0.031466 0.002449 0.000139 0.000119 -0.000019 0.000106 0.001222 0.001116 + - +
10 50 spreading 0.027082 0.025126 -0.001956 0.000088 0.000076 -0.000012 0.000068 0.000779 0.000712 - - +
10 51 goods 0.032210 0.029884 -0.002326 0.000125 0.000108 -0.000017 0.000096 0.001102 0.001007 - - +
10 52 ideas. 0.019918 0.018480 -0.001438 0.000048 0.000041 -0.000007 0.000037 0.000421 0.000385 - - +
10 53 teaches 0.020532 0.019049 -0.001483 0.000051 0.000044 -0.000007 0.000039 0.000448 0.000409 - - +
10 54 patterns, 0.034415 0.031930 -0.002485 0.000143 0.000123 -0.000020 0.000109 0.001258 0.001149 - - +
10 55 power 0.003478 0.003227 -0.000251 0.000001 0.000001 -0.000000 0.000001 0.000013 0.000012 - - +
10 56 shifting 0.019900 0.018463 -0.001437 0.000048 0.000041 -0.000007 0.000036 0.000421 0.000384 - - +
10 57 with 0.027842 0.025832 -0.002011 0.000093 0.000080 -0.000013 0.000071 0.000824 0.000752 - - +
10 58 technology. 0.003025 0.002807 -0.000218 0.000001 0.000001 -0.000000 0.000001 0.000010 0.000009 - - +
10 59 end_token 0.013330 0.007638 -0.005692 0.000021 0.000007 -0.000014 0.000016 0.000072 0.000056 - - +
15 1 History -0.011346 -0.017048 -0.005702 0.000016 0.000036 0.000020 0.000159 -0.000084 -0.000243 - + -
15 2 traces 0.012276 0.011392 -0.000883 0.000018 0.000016 -0.000002 0.000186 -0.000037 -0.000223 - - -
15 3 human -0.031634 -0.029357 0.002276 0.000121 0.000107 -0.000014 0.001235 -0.000249 -0.001484 + - -
15 4 events -0.002869 -0.002663 0.000207 0.000001 0.000001 -0.000000 0.000010 -0.000002 -0.000012 + - -
15 5 across 0.002210 0.002051 -0.000159 0.000001 0.000001 -0.000000 0.000006 -0.000001 -0.000007 - - -
15 6 time. -0.009552 -0.008865 0.000687 0.000011 0.000010 -0.000001 0.000113 -0.000023 -0.000135 + - -
15 7 Ancient 0.029781 0.027638 -0.002143 0.000107 0.000095 -0.000012 0.001095 -0.000220 -0.001315 - - -
15 8 civilizations 0.014936 0.013861 -0.001075 0.000027 0.000024 -0.000003 0.000275 -0.000055 -0.000331 - - -
15 9 built 0.010199 0.009465 -0.000734 0.000013 0.000011 -0.000001 0.000128 -0.000026 -0.000154 - - -
15 10 pyramids -0.034057 -0.031607 0.002451 0.000140 0.000124 -0.000016 0.001432 -0.000288 -0.001720 + - -
15 11 and 0.362252 1.585341 1.223089 0.015825 0.311115 0.295291 0.161970 -0.725202 -0.887172 + + -
15 12 wrote 0.012215 0.011336 -0.000879 0.000018 0.000016 -0.000002 0.000184 -0.000037 -0.000221 - - -
15 13 laws. 0.014119 0.013103 -0.001016 0.000024 0.000021 -0.000003 0.000246 -0.000050 -0.000296 - - -
15 14 The -0.006586 -0.006112 0.000474 0.000005 0.000005 -0.000001 0.000054 -0.000011 -0.000064 + - -
15 15 Middle -0.018593 -0.017255 0.001338 0.000042 0.000037 -0.000005 0.000427 -0.000086 -0.000513 + - -
15 16 Ages -0.020337 -0.018874 0.001464 0.000050 0.000044 -0.000006 0.000510 -0.000103 -0.000613 + - -
15 17 saw 0.000606 0.000563 -0.000044 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000001 - - -
15 18 knights 0.010915 0.010130 -0.000786 0.000014 0.000013 -0.000002 0.000147 -0.000030 -0.000177 - - -
15 19 castles, 0.015151 0.014060 -0.001090 0.000028 0.000024 -0.000003 0.000283 -0.000057 -0.000340 - - -
15 20 while -0.001741 -0.001616 0.000125 0.000000 0.000000 -0.000000 0.000004 -0.000001 -0.000004 + - -
15 21 the 0.024095 0.022361 -0.001734 0.000070 0.000062 -0.000008 0.000717 -0.000144 -0.000861 - - -
15 22 Renaissance 0.022033 0.020447 -0.001586 0.000059 0.000052 -0.000007 0.000599 -0.000121 -0.000720 - - -
15 23 sparked 0.008658 0.008035 -0.000623 0.000009 0.000008 -0.000001 0.000093 -0.000019 -0.000111 - - -
15 24 art -0.030426 -0.028236 0.002190 0.000112 0.000099 -0.000013 0.001143 -0.000230 -0.001373 + - -
15 25 science. -0.032763 -0.030405 0.002358 0.000129 0.000114 -0.000015 0.001325 -0.000267 -0.001592 + - -
15 26 Wars -0.018780 -0.017429 0.001351 0.000043 0.000038 -0.000005 0.000435 -0.000088 -0.000523 + - -
15 27 shaped 0.029468 0.027347 -0.002121 0.000105 0.000093 -0.000012 0.001072 -0.000216 -0.001288 - - -
15 28 nations—World -0.007920 -0.007350 0.000570 0.000008 0.000007 -0.000001 0.000077 -0.000016 -0.000093 + - -
15 29 War -0.000617 -0.000573 0.000044 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000001 + - -
15 30 II -0.012257 -0.011375 0.000882 0.000018 0.000016 -0.000002 0.000185 -0.000037 -0.000223 + - -
15 31 involved -0.022994 -0.021339 0.001655 0.000064 0.000056 -0.000007 0.000653 -0.000131 -0.000784 + - -
15 32 tanks, -0.008954 -0.008309 0.000644 0.000010 0.000009 -0.000001 0.000099 -0.000020 -0.000119 + - -
15 33 planes, 0.020857 0.019356 -0.001501 0.000052 0.000046 -0.000006 0.000537 -0.000108 -0.000645 - - -
15 34 millions -0.024998 -0.023199 0.001799 0.000075 0.000067 -0.000009 0.000771 -0.000155 -0.000927 + - -
15 35 dead. -0.012666 -0.011754 0.000912 0.000019 0.000017 -0.000002 0.000198 -0.000040 -0.000238 + - -
15 36 Revolutions, 0.002048 0.001901 -0.000147 0.000001 0.000000 -0.000000 0.000005 -0.000001 -0.000006 - - -
15 37 like -0.119500 -0.290707 -0.171207 0.001722 0.010461 0.008739 0.017626 -0.024385 -0.042011 - + -
15 38 America’s, 0.020530 0.019052 -0.001478 0.000051 0.000045 -0.000006 0.000520 -0.000105 -0.000625 - - -
15 39 birthed -0.002261 -0.002098 0.000163 0.000001 0.000001 -0.000000 0.000006 -0.000001 -0.000008 + - -
15 40 democracies. -0.003885 -0.003606 0.000280 0.000002 0.000002 -0.000000 0.000019 -0.000004 -0.000022 + - -
15 41 Leaders -0.017384 -0.016133 0.001251 0.000036 0.000032 -0.000004 0.000373 -0.000075 -0.000448 + - -
15 42 Caesar 0.024150 0.022412 -0.001738 0.000070 0.000062 -0.000008 0.000720 -0.000145 -0.000865 - - -
15 43 or 0.005255 0.004877 -0.000378 0.000003 0.000003 -0.000000 0.000034 -0.000007 -0.000041 - - -
15 44 Lincoln -0.013573 -0.012597 0.000977 0.000022 0.000020 -0.000003 0.000227 -0.000046 -0.000273 + - -
15 45 left -0.015798 -0.014661 0.001137 0.000030 0.000027 -0.000003 0.000308 -0.000062 -0.000370 + - -
15 46 marks. -0.012173 -0.011297 0.000876 0.000018 0.000016 -0.000002 0.000183 -0.000037 -0.000220 + - -
15 47 Trade -0.020226 -0.018770 0.001456 0.000049 0.000044 -0.000006 0.000505 -0.000102 -0.000607 + - -
15 48 connected -0.030114 -0.027947 0.002167 0.000109 0.000097 -0.000013 0.001119 -0.000225 -0.001345 + - -
15 49 continents, -0.031466 -0.029202 0.002265 0.000119 0.000106 -0.000014 0.001222 -0.000246 -0.001468 + - -
15 50 spreading 0.025126 0.023318 -0.001808 0.000076 0.000067 -0.000009 0.000779 -0.000157 -0.000936 - - -
15 51 goods 0.029884 0.027733 -0.002151 0.000108 0.000095 -0.000012 0.001102 -0.000222 -0.001324 - - -
15 52 ideas. 0.018480 0.017150 -0.001330 0.000041 0.000036 -0.000005 0.000421 -0.000085 -0.000506 - - -
15 53 teaches 0.019049 0.017678 -0.001371 0.000044 0.000039 -0.000005 0.000448 -0.000090 -0.000538 - - -
15 54 patterns, 0.031930 0.029632 -0.002298 0.000123 0.000109 -0.000014 0.001258 -0.000253 -0.001512 - - -
15 55 power 0.003227 0.002994 -0.000232 0.000001 0.000001 -0.000000 0.000013 -0.000003 -0.000015 - - -
15 56 shifting 0.018463 0.017134 -0.001329 0.000041 0.000036 -0.000005 0.000421 -0.000085 -0.000505 - - -
15 57 with 0.025832 0.023972 -0.001859 0.000080 0.000071 -0.000009 0.000824 -0.000166 -0.000989 - - -
15 58 technology. 0.002807 0.002605 -0.000202 0.000001 0.000001 -0.000000 0.000010 -0.000002 -0.000012 - - -
15 59 end_token 0.007638 0.004378 -0.003260 0.000007 0.000002 -0.000005 0.000072 -0.000006 -0.000078 - - -
20 1 History -0.017048 -0.025657 -0.008609 0.000036 0.000097 0.000061 -0.000084 -0.002838 -0.002754 - + -
20 2 traces 0.011392 0.010591 -0.000801 0.000016 0.000017 0.000000 -0.000037 -0.000484 -0.000446 - + -
20 3 human -0.029357 -0.027295 0.002062 0.000107 0.000110 0.000003 -0.000249 -0.003212 -0.002963 + + -
20 4 events -0.002663 -0.002476 0.000187 0.000001 0.000001 0.000000 -0.000002 -0.000026 -0.000024 + + -
20 5 across 0.002051 0.001907 -0.000144 0.000001 0.000001 0.000000 -0.000001 -0.000016 -0.000014 - + -
20 6 time. -0.008865 -0.008242 0.000623 0.000010 0.000010 0.000000 -0.000023 -0.000293 -0.000270 + + -
20 7 Ancient 0.027638 0.025695 -0.001943 0.000095 0.000097 0.000003 -0.000220 -0.002846 -0.002626 - + -
20 8 civilizations 0.013861 0.012886 -0.000975 0.000024 0.000024 0.000001 -0.000055 -0.000716 -0.000660 - + -
20 9 built 0.009465 0.008800 -0.000665 0.000011 0.000011 0.000000 -0.000026 -0.000334 -0.000308 - + -
20 10 pyramids -0.031607 -0.029385 0.002221 0.000124 0.000127 0.000003 -0.000288 -0.003722 -0.003434 + + -
20 11 and 1.585341 2.509034 0.923693 0.311115 0.926579 0.615463 -0.725202 -27.137476 -26.412273 + + -
20 12 wrote 0.011336 0.010539 -0.000797 0.000016 0.000016 0.000000 -0.000037 -0.000479 -0.000442 - + -
20 13 laws. 0.013103 0.012182 -0.000921 0.000021 0.000022 0.000001 -0.000050 -0.000640 -0.000590 - + -
20 14 The -0.006112 -0.005682 0.000430 0.000005 0.000005 0.000000 -0.000011 -0.000139 -0.000128 + + -
20 15 Middle -0.017255 -0.016042 0.001213 0.000037 0.000038 0.000001 -0.000086 -0.001109 -0.001023 + + -
20 16 Ages -0.018874 -0.017547 0.001326 0.000044 0.000045 0.000001 -0.000103 -0.001327 -0.001225 + + -
20 17 saw 0.000563 0.000523 -0.000040 0.000000 0.000000 0.000000 -0.000000 -0.000001 -0.000001 - + -
20 18 knights 0.010130 0.009418 -0.000712 0.000013 0.000013 0.000000 -0.000030 -0.000382 -0.000353 - + -
20 19 castles, 0.014060 0.013072 -0.000988 0.000024 0.000025 0.000001 -0.000057 -0.000737 -0.000680 - + -
20 20 while -0.001616 -0.001502 0.000114 0.000000 0.000000 0.000000 -0.000001 -0.000010 -0.000009 + + -
20 21 the 0.022361 0.020789 -0.001572 0.000062 0.000064 0.000002 -0.000144 -0.001863 -0.001719 - + -
20 22 Renaissance 0.020447 0.019010 -0.001437 0.000052 0.000053 0.000001 -0.000121 -0.001558 -0.001437 - + -
20 23 sparked 0.008035 0.007470 -0.000565 0.000008 0.000008 0.000000 -0.000019 -0.000241 -0.000222 - + -
20 24 art -0.028236 -0.026252 0.001984 0.000099 0.000101 0.000003 -0.000230 -0.002971 -0.002741 + + -
20 25 science. -0.030405 -0.028267 0.002138 0.000114 0.000118 0.000003 -0.000267 -0.003444 -0.003178 + + -
20 26 Wars -0.017429 -0.016204 0.001225 0.000038 0.000039 0.000001 -0.000088 -0.001132 -0.001044 + + -
20 27 shaped 0.027347 0.025424 -0.001923 0.000093 0.000095 0.000003 -0.000216 -0.002786 -0.002571 - + -
20 28 nations—World -0.007350 -0.006834 0.000517 0.000007 0.000007 0.000000 -0.000016 -0.000201 -0.000186 + + -
20 29 War -0.000573 -0.000533 0.000040 0.000000 0.000000 0.000000 -0.000000 -0.000001 -0.000001 + + -
20 30 II -0.011375 -0.010575 0.000800 0.000016 0.000016 0.000000 -0.000037 -0.000482 -0.000445 + + -
20 31 involved -0.021339 -0.019839 0.001500 0.000056 0.000058 0.000002 -0.000131 -0.001697 -0.001565 + + -
20 32 tanks, -0.008309 -0.007725 0.000584 0.000009 0.000009 0.000000 -0.000020 -0.000257 -0.000237 + + -
20 33 planes, 0.019356 0.017995 -0.001361 0.000046 0.000048 0.000001 -0.000108 -0.001396 -0.001288 - + -
20 34 millions -0.023199 -0.021568 0.001631 0.000067 0.000068 0.000002 -0.000155 -0.002005 -0.001850 + + -
20 35 dead. -0.011754 -0.010928 0.000826 0.000017 0.000018 0.000000 -0.000040 -0.000515 -0.000475 + + -
20 36 Revolutions, 0.001901 0.001767 -0.000134 0.000000 0.000000 0.000000 -0.000001 -0.000013 -0.000012 - + -
20 37 like -0.290707 -0.708200 -0.417492 0.010461 0.073821 0.063360 -0.024385 -2.162060 -2.137675 - + -
20 38 America’s, 0.019052 0.017713 -0.001339 0.000045 0.000046 0.000001 -0.000105 -0.001353 -0.001248 - + -
20 39 birthed -0.002098 -0.001950 0.000148 0.000001 0.000001 0.000000 -0.000001 -0.000016 -0.000015 + + -
20 40 democracies. -0.003606 -0.003352 0.000253 0.000002 0.000002 0.000000 -0.000004 -0.000048 -0.000045 + + -
20 41 Leaders -0.016133 -0.014999 0.001134 0.000032 0.000033 0.000001 -0.000075 -0.000970 -0.000895 + + -
20 42 Caesar 0.022412 0.020838 -0.001575 0.000062 0.000064 0.000002 -0.000145 -0.001872 -0.001727 - + -
20 43 or 0.004877 0.004534 -0.000343 0.000003 0.000003 0.000000 -0.000007 -0.000089 -0.000082 - + -
20 44 Lincoln -0.012597 -0.011711 0.000885 0.000020 0.000020 0.000001 -0.000046 -0.000591 -0.000545 + + -
20 45 left -0.014661 -0.013631 0.001031 0.000027 0.000027 0.000001 -0.000062 -0.000801 -0.000739 + + -
20 46 marks. -0.011297 -0.010503 0.000794 0.000016 0.000016 0.000000 -0.000037 -0.000476 -0.000439 + + -
20 47 Trade -0.018770 -0.017450 0.001320 0.000044 0.000045 0.000001 -0.000102 -0.001313 -0.001211 + + -
20 48 connected -0.027947 -0.025982 0.001964 0.000097 0.000099 0.000003 -0.000225 -0.002910 -0.002685 + + -
20 49 continents, -0.029202 -0.027149 0.002053 0.000106 0.000108 0.000003 -0.000246 -0.003177 -0.002931 + + -
20 50 spreading 0.023318 0.021679 -0.001639 0.000067 0.000069 0.000002 -0.000157 -0.002026 -0.001869 - + -
20 51 goods 0.027733 0.025784 -0.001949 0.000095 0.000098 0.000003 -0.000222 -0.002866 -0.002644 - + -
20 52 ideas. 0.017150 0.015944 -0.001206 0.000036 0.000037 0.000001 -0.000085 -0.001096 -0.001011 - + -
20 53 teaches 0.017678 0.016435 -0.001243 0.000039 0.000040 0.000001 -0.000090 -0.001164 -0.001074 - + -
20 54 patterns, 0.029632 0.027548 -0.002084 0.000109 0.000112 0.000003 -0.000253 -0.003271 -0.003018 - + -
20 55 power 0.002994 0.002784 -0.000211 0.000001 0.000001 0.000000 -0.000003 -0.000033 -0.000031 - + -
20 56 shifting 0.017134 0.015929 -0.001205 0.000036 0.000037 0.000001 -0.000085 -0.001094 -0.001009 - + -
