entity_id,source_file,activation_energy,atmospheric_composition,atom_type,attribute,bond_with,branch_ratio,catalyst,charge,checksum,chemical_formula,color_a,color_b,color_g,color_r,composition,compound_id,compound_type,concentration_ppm,created_timestamp,crystal_system,density_g_cm3,electron_config,element,energy_MeV,formation_condition,habitability,hardness,isotope_id,isotope_mass_number,k_equilibrium,last_modified,location,mass_amu,mineral_id,mineral_name,mohs_hardness,molecule,molecule_id,notes,param,part,percentage_crust,percentage_surface,phase,pos_x,pos_y,pos_z,pressure_GPa,pressure_atm,primary_location,products,quantity,rate_coefficient,rate_constant,reactants,reaction_id,reaction_name,relative_abundance,rot_x,rot_y,rot_z,satellites,scale_x,scale_y,scale_z,size_class,size_x,size_y,size_z,source_sink,state,state_phase,surface_features,system,tags,temp_optimal,temperature_bp_kelvin,temperature_required_MK,temperature_threshold_MK,type,unit,value,version,voxel_id
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_pos_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,voxels,4,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_pos_z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,voxels,0,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_size_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,voxels,0.28,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_size_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,voxels,0.38,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_size_z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,voxels,0.28,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,,respiration,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_efficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,fraction,1.0,,
eve,eve/physiology.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lung_right_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organ,,,,,,,%,100.0,,
eve,eve/entity_attributes.csv,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eve,,
eve,eve/entity_attributes.csv,,,,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eve,,
eve,eve/entity_attributes.csv,,,,scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
eve,eve/entity_attributes.csv,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,
eve,eve/entity_attributes.csv,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,
eve,eve/entity_attributes.csv,,,,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,
eve,eve/entity_attributes.csv,,,,mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00,,
eve,eve/entity_attributes.csv,,,,parent_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EARTH,,
eve,eve/entity_attributes.csv,,,,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,
eve,eve/entity_attributes.csv,,,,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,
eve,eve/entity_attributes.csv,,,,stamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,
eve,eve/entity_attributes.csv,,,,inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,
eve,eve/entity_attributes.csv,,,,status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,,
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,skin,,,,voxel_000
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,-0.1,5.1,0.0,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,,,,,,,,,,,skin,,,,voxel_001
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.1,5.1,0.0,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,,,,,,,,,,,skin,,,,voxel_002
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,5.1,-0.1,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,,,,,,,,,,,skin,,,,voxel_003
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,5.1,0.1,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,,,,,,,,,,,skin,,,,voxel_004
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,4.9,0.0,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.2,,,,,,,,,,,skin,,,,voxel_005
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,0.0,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,retina,,,,-0.1,4.95,0.05,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,,,,,,,,,,,eye,,,,voxel_006
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,0.0,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,retina,,,,0.1,4.95,0.05,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,,,,,,,,,,,eye,,,,voxel_007
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,0.0,75.00,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,facial,,,,-0.05,4.85,0.0,,,,,,,,,,,,,,,,,,,,0.05,0.03,0.08,,,,,,,,,,,muscle,,,,voxel_008
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,100.0,150.00,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,4.7,0.0,,,,,,,,,,,,,,,,,,,,0.18,0.18,0.18,,,,,,,,,,,bone,,,,voxel_009
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,0.15,0.8,0.15,,,,,,,,,,,skin,,,,voxel_010
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,3.5,0.0,,,,,,,,,,,,,,,,,,,,0.3,0.8,0.3,,,,,,,,,,,skin,,,,voxel_011
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,-0.15,3.5,0.0,,,,,,,,,,,,,,,,,,,,0.1,0.8,0.2,,,,,,,,,,,skin,,,,voxel_012
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.15,3.5,0.0,,,,,,,,,,,,,,,,,,,,0.1,0.8,0.2,,,,,,,,,,,skin,,,,voxel_013
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,-0.25,3.0,0.0,,,,,,,,,,,,,,,,,,,,0.1,0.7,0.15,,,,,,,,,,,skin,,,,voxel_014
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.25,3.0,0.0,,,,,,,,,,,,,,,,,,,,0.1,0.7,0.15,,,,,,,,,,,skin,,,,voxel_015
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,-0.3,2.4,0.0,,,,,,,,,,,,,,,,,,,,0.08,0.12,0.08,,,,,,,,,,,skin,,,,voxel_016
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.3,2.4,0.0,,,,,,,,,,,,,,,,,,,,0.08,0.12,0.08,,,,,,,,,,,skin,,,,voxel_017
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,100.0,150.00,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,0.25,0.6,0.25,,,,,,,,,,,bone,,,,voxel_018
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,100.0,100.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,cardiac,,,,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,,,,,,,,,,,organ,,,,voxel_019
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,100.0,150.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pulmonary,,,,0.0,2.8,0.0,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.1,,,,,,,,,,,organ,,,,voxel_020
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,100.0,150.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pulmonary,,,,0.0,2.6,0.0,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.1,,,,,,,,,,,organ,,,,voxel_021
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,0.25,0.8,0.25,,,,,,,,,,,skin,,,,voxel_022
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,-0.25,1.5,0.0,,,,,,,,,,,,,,,,,,,,0.15,1.0,0.15,,,,,,,,,,,skin,,,,voxel_023
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.25,1.5,0.0,,,,,,,,,,,,,,,,,,,,0.15,1.0,0.15,,,,,,,,,,,skin,,,,voxel_024
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,-0.25,0.8,0.0,,,,,,,,,,,,,,,,,,,,0.18,0.18,0.18,,,,,,,,,,,skin,,,,voxel_025
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,150.0,200.00,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,epidermis,,,,0.25,0.8,0.0,,,,,,,,,,,,,,,,,,,,0.18,0.18,0.18,,,,,,,,,,,skin,,,,voxel_026
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,100.0,150.00,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.2,,,,,,,,,,,bone,,,,voxel_027
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,50.0,100.00,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,3.3,0.05,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.05,,,,,,,,,,,muscle,,,,voxel_028
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,50.0,100.00,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,3.1,0.05,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.05,,,,,,,,,,,muscle,,,,voxel_029
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,50.0,100.00,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,2.9,0.05,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.05,,,,,,,,,,,muscle,,,,voxel_030
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,50.0,100.00,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,0.0,2.7,0.05,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.05,,,,,,,,,,,muscle,,,,voxel_031
eve,eve/voxel_structure.csv,,,,,,,,,,,255.0,50.0,100.00,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,skeletal,,,,-0.2,3.7,0.0,,,,,,,,,,,,,,,,,,,,0.08,0.4,0.08,,,,,,,,,,,muscle,,,,voxel_032
