[2026-03-05 16:10:15] ProcessRegister: orchestrator PID=48750
[2026-03-05 16:10:15] ProcessRegister: keyboard_input PID=48787
[2026-03-05 16:10:15] ProcessRegister: response_handler PID=48793
[2026-03-05 16:10:15] ProcessRegister: joystick_input PID=48790
[2026-03-05 16:10:15] ProcessRegister: chtpm_parser PID=48795
[2026-03-05 16:10:15] ProcessRegister: gl_renderer PID=48812
[2026-03-05 16:10:15] FrameRendered: at 2026-03-05 16:10:15 | Source: renderer
[2026-03-05 16:10:28] FrameRendered: at 2026-03-05 16:10:28 | Source: renderer
[2026-03-05 16:10:29] InputReceived: key_code=2005 | Source: joystick_input
[2026-03-05 16:10:29] FrameRendered: at 2026-03-05 16:10:29 | Source: renderer
[2026-03-05 16:10:29] FrameRendered: at 2026-03-05 16:10:29 | Source: renderer
[2026-03-05 16:10:30] InputReceived: key_code=2101 | Source: joystick_input
[2026-03-05 16:10:30] FrameRendered: at 2026-03-05 16:10:30 | Source: renderer
[2026-03-05 16:10:30] StateChange: pet_01 pos_x 8 | Trigger: piece_manager_set_state
[2026-03-05 16:10:30] StateChange: pet_01 pos_y 2 | Trigger: piece_manager_set_state
[2026-03-05 16:10:30] StateChange: selector pos_x 8 | Trigger: piece_manager_set_state
[2026-03-05 16:10:30] StateChange: selector pos_y 2 | Trigger: piece_manager_set_state
[2026-03-05 16:10:30] FrameRendered: at 2026-03-05 16:10:30 | Source: renderer
[2026-03-05 16:10:32] ProcessUnregister: keyboard_input
