[2026-04-16 21:53:28] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 15:56:10] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 15:56:11] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-20 15:56:12] KeyCaptured: 54 ('6') | Source: keyboard_linux
[2026-04-20 15:56:13] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 15:56:14] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 15:56:16] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-20 16:01:20] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:01:22] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-20 16:01:22] KeyCaptured: 54 ('6') | Source: keyboard_linux
[2026-04-20 16:01:22] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:01:23] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:01:27] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-20 16:08:29] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:08:31] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-20 16:08:31] KeyCaptured: 54 ('6') | Source: keyboard_linux
[2026-04-20 16:08:32] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:08:33] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:08:34] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-20 16:08:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-20 16:22:49] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:22:50] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-20 16:22:51] KeyCaptured: 54 ('6') | Source: keyboard_linux
[2026-04-20 16:22:51] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:22:52] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-20 16:22:53] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-20 16:22:54] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-20 19:05:49] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-20 19:05:49] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-20 19:08:19] KeyCaptured: 13 ('?') | Source: keyboard_linux
