word_index word embedding1 pe_weight1 weight1 weight2 bias1 bias2 bias3 bias4
27 subtraction, -0.004650 0.014519 -0.332098 0.008428 0.000000 0.000000 0.000000 0.000000
28 multiplication, 0.002168 -0.006769 -0.072193 0.001832 0.000000 0.000000 0.000000 0.000000
29 division. 0.000644 -0.002010 -0.006365 0.000162 0.000000 0.000000 0.000000 0.000000
30 Geometry 0.006072 -0.018957 -0.566193 0.014368 0.000000 0.000000 0.000000 0.000000
31 explores -0.003369 0.010518 -0.174290 0.004423 0.000000 0.000000 0.000000 0.000000
32 shapes—triangles, 0.028997 -0.090539 -12.914717 0.327735 0.000000 0.000000 0.000000 0.000000
33 circles, 0.003991 -0.012462 -0.244663 0.006209 0.000000 0.000000 0.000000 0.000000
34 squares—measuring 0.020093 -0.062735 -6.200674 0.157354 0.000000 0.000000 0.000000 0.000000
35 angles 0.002201 -0.006872 -0.074411 0.001888 0.000000 0.000000 0.000000 0.000000
36 areas, -0.004670 0.014580 -0.334925 0.008499 0.000000 0.000000 0.000000 0.000000
37 such 0.001849 -0.005773 -0.052514 0.001333 0.000000 0.000000 0.000000 0.000000
38 as 0.004356 -0.013602 -0.291480 0.007397 0.000000 0.000000 0.000000 0.000000
39 Pythagorean -0.000474 0.001479 -0.003448 0.000088 0.000000 0.000000 0.000000 0.000000
40 theorem: 0.001573 -0.004913 -0.038021 0.000965 0.000000 0.000000 0.000000 0.000000
41 a^2 -0.013081 0.040842 -2.628083 0.066692 0.000000 0.000000 0.000000 0.000000
42 b^2 -0.001997 0.006235 -0.061257 0.001555 0.000000 0.000000 0.000000 0.000000
43 c^2. -0.001737 0.005424 -0.046356 0.001176 0.000000 0.000000 0.000000 0.000000
44 Calculus -0.005084 0.015872 -0.396923 0.010073 0.000000 0.000000 0.000000 0.000000
45 tackles 0.002228 -0.006956 -0.076231 0.001934 0.000000 0.000000 0.000000 0.000000
46 change, 0.000846 -0.002641 -0.010987 0.000279 0.000000 0.000000 0.000000 0.000000
47 derivatives -0.006913 0.021584 -0.733972 0.018626 0.000000 0.000000 0.000000 0.000000
48 slopes 0.025677 -0.080170 -10.126121 0.256969 0.000000 0.000000 0.000000 0.000000
49 integrals -0.001227 0.003831 -0.023117 0.000587 0.000000 0.000000 0.000000 0.000000
50 areas -0.019865 0.062025 -6.060994 0.153809 0.000000 0.000000 0.000000 0.000000
51 under -0.003643 0.011373 -0.203797 0.005172 0.000000 0.000000 0.000000 0.000000
52 curves. -0.001668 0.005209 -0.042748 0.001085 0.000000 0.000000 0.000000 0.000000
53 Statistics 0.002094 -0.006539 -0.067372 0.001710 0.000000 0.000000 0.000000 0.000000
54 analyzes -0.005444 0.016998 -0.455202 0.011552 0.000000 0.000000 0.000000 0.000000
55 data, 0.004020 -0.012552 -0.248212 0.006299 0.000000 0.000000 0.000000 0.000000
56 calculating 0.025692 -0.080220 -10.138621 0.257286 0.000000 0.000000 0.000000 0.000000
57 means, 0.005282 -0.016491 -0.428458 0.010873 0.000000 0.000000 0.000000 0.000000
58 medians, 0.003759 -0.011735 -0.216973 0.005506 0.000000 0.000000 0.000000 0.000000
59 probabilities. 0.002028 -0.006331 -0.063157 0.001603 0.000000 0.000000 0.000000 0.000000
60 Arithmetic 0.003006 -0.009387 -0.138825 0.003523 0.000000 0.000000 0.000000 0.000000
61 underpins -0.003418 0.010673 -0.179459 0.004554 0.000000 0.000000 0.000000 0.000000
62 it 0.002861 -0.008934 -0.125740 0.003191 0.000000 0.000000 0.000000 0.000000
63 all -0.001274 0.003977 -0.024914 0.000632 0.000000 0.000000 0.000000 0.000000
64 basic 0.003625 -0.011320 -0.201885 0.005123 0.000000 0.000000 0.000000 0.000000
65 operations. -0.008615 0.026898 -1.139898 0.028927 0.000000 0.000000 0.000000 0.000000
66 Mathematical -0.001392 0.004347 -0.029776 0.000756 0.000000 0.000000 0.000000 0.000000
67 proofs 0.013621 -0.042531 -2.849827 0.072320 0.000000 0.000000 0.000000 0.000000
68 ensure -0.002297 0.007172 -0.081034 0.002056 0.000000 0.000000 0.000000 0.000000
69 rigor, 0.005819 -0.018170 -0.520162 0.013200 0.000000 0.000000 0.000000 0.000000
70 proving -0.002960 0.009243 -0.134611 0.003416 0.000000 0.000000 0.000000 0.000000
71 equals -0.026024 0.081256 -10.402173 0.263974 0.000000 0.000000 0.000000 0.000000
72 4. -0.002461 0.007683 -0.092988 0.002360 0.000000 0.000000 0.000000 0.000000
73 These 0.002421 -0.007559 -0.090019 0.002284 0.000000 0.000000 0.000000 0.000000
74 concepts -0.003323 0.010374 -0.169565 0.004303 0.000000 0.000000 0.000000 0.000000
75 solve -0.007440 0.023232 -0.850304 0.021578 0.000000 0.000000 0.000000 0.000000
76 real-world 0.004274 -0.013344 -0.280550 0.007119 0.000000 0.000000 0.000000 0.000000
77 problems, 0.006545 -0.020437 -0.658021 0.016698 0.000000 0.000000 0.000000 0.000000
78 from 0.000193 -0.000604 -0.000575 0.000015 0.000000 0.000000 0.000000 0.000000
79 engineering 0.007582 -0.023674 -0.882988 0.022407 0.000000 0.000000 0.000000 0.000000
80 to 0.005408 -0.016887 -0.449281 0.011401 0.000000 0.000000 0.000000 0.000000
81 finance. -0.003848 0.012014 -0.227417 0.005771 0.000000 0.000000 0.000000 0.000000
82 end_token -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
