number word embedding pe weight bias1 bias2 bias3 bias4
44 r 0.228968 0.132308 0.893372 0.000000 0.000000 0.000000 0.000000
45 d 0.350360 0.135385 0.686670 0.000000 0.000000 0.000000 0.000000
46 s 0.956468 0.138462 0.588640 0.000000 0.000000 0.000000 0.000000
47 m 0.657304 0.141538 0.858676 0.000000 0.000000 0.000000 0.000000
48 a 0.439560 0.144615 0.923970 0.000000 0.000000 0.000000 0.000000
49 t 0.398437 0.147692 0.814767 0.000000 0.000000 0.000000 0.000000
50 c 0.684219 0.150769 0.910972 0.000000 0.000000 0.000000 0.000000
51 h 0.482491 0.153846 0.215825 0.000000 0.000000 0.000000 0.000000
52 t 0.950252 0.156923 0.920128 0.000000 0.000000 0.000000 0.000000
53 r 0.147660 0.160000 0.881062 0.000000 0.000000 0.000000 0.000000
54 e 0.641081 0.163077 0.431953 0.000000 0.000000 0.000000 0.000000
55 e 0.619596 0.166154 0.281059 0.000000 0.000000 0.000000 0.000000
56 s 0.786002 0.169231 0.307458 0.000000 0.000000 0.000000 0.000000
57 g 0.447034 0.172308 0.226107 0.000000 0.000000 0.000000 0.000000
58 r 0.187533 0.175385 0.276235 0.000000 0.000000 0.000000 0.000000
59 o 0.556444 0.178462 0.416501 0.000000 0.000000 0.000000 0.000000
60 w 0.169607 0.181538 0.906804 0.000000 0.000000 0.000000 0.000000
61 n 0.103171 0.184615 0.126075 0.000000 0.000000 0.000000 0.000000
62 i 0.495444 0.187692 0.760475 0.000000 0.000000 0.000000 0.000000
63 c 0.984752 0.190769 0.935004 0.000000 0.000000 0.000000 0.000000
64 e 0.684445 0.193846 0.383188 0.000000 0.000000 0.000000 0.000000
65 a 0.749771 0.196923 0.368664 0.000000 0.000000 0.000000 0.000000
66 b 0.294160 0.200000 0.232262 0.000000 0.000000 0.000000 0.000000
67 c 0.584489 0.203077 0.244413 0.000000 0.000000 0.000000 0.000000
68 d 0.152390 0.206154 0.732149 0.000000 0.000000 0.000000 0.000000
69 e 0.125475 0.209231 0.793470 0.000000 0.000000 0.000000 0.000000
70 f 0.164102 0.212308 0.745071 0.000000 0.000000 0.000000 0.000000
71 g 0.074530 0.215385 0.950104 0.000000 0.000000 0.000000 0.000000
72 h 0.052529 0.218462 0.521563 0.000000 0.000000 0.000000 0.000000
73 i 0.176211 0.221538 0.240062 0.000000 0.000000 0.000000 0.000000
74 j 0.797798 0.224615 0.732654 0.000000 0.000000 0.000000 0.000000
75 k 0.656564 0.227692 0.967405 0.000000 0.000000 0.000000 0.000000
76 l 0.639458 0.230769 0.759735 0.000000 0.000000 0.000000 0.000000
77 m 0.093480 0.233846 0.134902 0.000000 0.000000 0.000000 0.000000
78 n 0.520210 0.236923 0.078232 0.000000 0.000000 0.000000 0.000000
79 o 0.069906 0.240000 0.204655 0.000000 0.000000 0.000000 0.000000
80 p 0.461420 0.243077 0.819677 0.000000 0.000000 0.000000 0.000000
81 q 0.573319 0.246154 0.755581 0.000000 0.000000 0.000000 0.000000
82 r 0.051939 0.249231 0.157807 0.000000 0.000000 0.000000 0.000000
83 s 0.999994 0.252308 0.204329 0.000000 0.000000 0.000000 0.000000
84 t 0.889956 0.255385 0.125468 0.000000 0.000000 0.000000 0.000000
85 u 0.997799 0.258462 0.054058 0.000000 0.000000 0.000000 0.000000
86 v 0.870540 0.261538 0.072329 0.000000 0.000000 0.000000 0.000000
87 w 0.004162 0.264615 0.923069 0.000000 0.000000 0.000000 0.000000
88 x 0.593892 0.267692 0.180372 0.000000 0.000000 0.000000 0.000000
89 y 0.163132 0.270769 0.391690 0.000000 0.000000 0.000000 0.000000
90 z 0.913027 0.273846 0.819695 0.000000 0.000000 0.000000 0.000000
91 hello 0.359095 0.276923 0.552485 0.000000 0.000000 0.000000 0.000000
92 world 0.579430 0.280000 0.452576 0.000000 0.000000 0.000000 0.000000
93 test 0.687387 0.283077 0.099640 0.000000 0.000000 0.000000 0.000000
94 test 0.530808 0.286154 0.757294 0.000000 0.000000 0.000000 0.000000
95 hello 0.304295 0.289231 0.992228 0.000000 0.000000 0.000000 0.000000
96 world 0.576971 0.292308 0.877614 0.000000 0.000000 0.000000 0.000000
97 world 0.747809 0.295385 0.628910 0.000000 0.000000 0.000000 0.000000
98 hello 0.035421 0.298462 0.747803 0.000000 0.000000 0.000000 0.000000
99 test 0.833239 0.301538 0.925377 0.000000 0.000000 0.000000 0.000000
100 hello 0.873271 0.304615 0.831038 0.000000 0.000000 0.000000 0.000000
101 test 0.979434 0.307692 0.743811 0.000000 0.000000 0.000000 0.000000
102 world 0.903366 0.310769 0.983596 0.000000 0.000000 0.000000 0.000000
103 start-token 0.666880 0.313846 0.497259 0.000000 0.000000 0.000000 0.000000
104 hello 0.163968 0.316923 0.830012 0.000000 0.000000 0.000000 0.000000
105 world 0.888949 0.320000 0.076995 0.000000 0.000000 0.000000 0.000000
106 end-token 0.649707 0.323077 0.248044 0.000000 0.000000 0.000000 0.000000
107 hello 0.629480 0.326154 0.229137 0.000000 0.000000 0.000000 0.000000
108 world 0.700620 0.329231 0.316867 0.000000 0.000000 0.000000 0.000000
109 start-token 0.328777 0.332308 0.231428 0.000000 0.000000 0.000000 0.000000
110 end-token 0.074161 0.335385 0.633072 0.000000 0.000000 0.000000 0.000000
111 start-token 0.223656 0.338462 0.651132 0.000000 0.000000 0.000000 0.000000
112 world 0.510686 0.341538 0.971466 0.000000 0.000000 0.000000 0.000000
113 hello 0.280042 0.344615 0.546107 0.000000 0.000000 0.000000 0.000000
114 end-token 0.719269 0.347692 0.113281 0.000000 0.000000 0.000000 0.000000
115 cat 0.471483 0.350769 0.592540 0.000000 0.000000 0.000000 0.000000
116 dog 0.944318 0.353846 0.450918 0.000000 0.000000 0.000000 0.000000
117 pet 0.336351 0.356923 0.847684 0.000000 0.000000 0.000000 0.000000
118 animal 0.434513 0.360000 0.003231 0.000000 0.000000 0.000000 0.000000
119 dog 0.344943 0.363077 0.598481 0.000000 0.000000 0.000000 0.000000
120 cat 0.833243 0.366154 0.233892 0.000000 0.000000 0.000000 0.000000
121 pet 0.675476 0.369231 0.482950 0.000000 0.000000 0.000000 0.000000
122 animal 0.481936 0.372308 0.304956 0.000000 0.000000 0.000000 0.000000
123 pet 0.712087 0.375385 0.182556 0.000000 0.000000 0.000000 0.000000
124 cat 0.621823 0.378462 0.040864 0.000000 0.000000 0.000000 0.000000
125 dog 0.413984 0.381538 0.695984 0.000000 0.000000 0.000000 0.000000
126 animal 0.673936 0.384615 0.637640 0.000000 0.000000 0.000000 0.000000
127 animal 0.347116 0.387692 0.184622 0.000000 0.000000 0.000000 0.000000
128 pet 0.609106 0.390769 0.627158 0.000000 0.000000 0.000000 0.000000
129 cat 0.730729 0.393846 0.328374 0.000000 0.000000 0.000000 0.000000
130 dog 0.740438 0.396923 0.202213 0.000000 0.000000 0.000000 0.000000
131 f 0.920914 0.400000 0.684757 0.000000 0.000000 0.000000 0.000000
132 a 0.653130 0.403077 0.257265 0.000000 0.000000 0.000000 0.000000
133 r 0.532441 0.406154 0.087644 0.000000 0.000000 0.000000 0.000000
134 t 0.260497 0.409231 0.877384 0.000000 0.000000 0.000000 0.000000
135 h 0.686125 0.412308 0.093740 0.000000 0.000000 0.000000 0.000000
136 e 0.111276 0.415385 0.361601 0.000000 0.000000 0.000000 0.000000
137 t 0.576690 0.418462 0.593211 0.000000 0.000000 0.000000 0.000000
138 h 0.666557 0.421538 0.288778 0.000000 0.000000 0.000000 0.000000
139 e 0.775767 0.424615 0.288379 0.000000 0.000000 0.000000 0.000000
140 f 0.329642 0.427692 0.189751 0.000000 0.000000 0.000000 0.000000
141 a 0.984363 0.430769 0.003579 0.000000 0.000000 0.000000 0.000000
142 r 0.827391 0.433846 0.331479 0.000000 0.000000 0.000000 0.000000
143 start-token 0.188201 0.436923 0.436497 0.000000 0.000000 0.000000 0.000000
144 a 0.958637 0.440000 0.918930 0.000000 0.000000 0.000000 0.000000
145 b 0.764871 0.443077 0.699075 0.000000 0.000000 0.000000 0.000000
146 c 0.121143 0.446154 0.685786 0.000000 0.000000 0.000000 0.000000
147 d 0.383832 0.449231 0.774274 0.000000 0.000000 0.000000 0.000000
148 e 0.943051 0.452308 0.916273 0.000000 0.000000 0.000000 0.000000
149 f 0.861917 0.455385 0.203548 0.000000 0.000000 0.000000 0.000000
150 g 0.793657 0.458462 0.548042 0.000000 0.000000 0.000000 0.000000
151 h 0.297288 0.461538 0.904932 0.000000 0.000000 0.000000 0.000000
152 i 0.909643 0.464615 0.873979 0.000000 0.000000 0.000000 0.000000
153 j 0.498144 0.467692 0.576200 0.000000 0.000000 0.000000 0.000000
154 k 0.162757 0.470769 0.273911 0.000000 0.000000 0.000000 0.000000
155 l 0.864579 0.473846 0.492399 0.000000 0.000000 0.000000 0.000000
156 m 0.463662 0.476923 0.848942 0.000000 0.000000 0.000000 0.000000
157 n 0.495977 0.480000 0.291053 0.000000 0.000000 0.000000 0.000000
158 o 0.180421 0.483077 0.684178 0.000000 0.000000 0.000000 0.000000
159 p 0.727550 0.486154 0.139058 0.000000 0.000000 0.000000 0.000000
160 q 0.603109 0.489231 0.492422 0.000000 0.000000 0.000000 0.000000
161 r 0.838134 0.492308 0.724252 0.000000 0.000000 0.000000 0.000000
162 s 0.178208 0.495385 0.221966 0.000000 0.000000 0.000000 0.000000
163 t 0.498525 0.498462 0.121259 0.000000 0.000000 0.000000 0.000000
164 u 0.138238 0.501538 0.360443 0.000000 0.000000 0.000000 0.000000
165 v 0.324807 0.504615 0.931895 0.000000 0.000000 0.000000 0.000000
166 w 0.908485 0.507692 0.622095 0.000000 0.000000 0.000000 0.000000
167 x 0.836828 0.510769 0.818128 0.000000 0.000000 0.000000 0.000000
168 y 0.496074 0.513846 0.334972 0.000000 0.000000 0.000000 0.000000
169 z 0.394327 0.516923 0.658831 0.000000 0.000000 0.000000 0.000000
170 end-token 0.608883 0.520000 0.258906 0.000000 0.000000 0.000000 0.000000
171 the 0.151230 0.523077 0.072545 0.000000 0.000000 0.000000 0.000000
172 quick 0.107848 0.526154 0.647207 0.000000 0.000000 0.000000 0.000000
173 brown 0.363598 0.529231 0.288270 0.000000 0.000000 0.000000 0.000000
174 fox 0.331386 0.532308 0.091149 0.000000 0.000000 0.000000 0.000000
175 quick 0.427328 0.535385 0.934495 0.000000 0.000000 0.000000 0.000000
176 brown 0.583570 0.538462 0.265461 0.000000 0.000000 0.000000 0.000000
177 fox 0.658747 0.541538 0.761778 0.000000 0.000000 0.000000 0.000000
178 jumps 0.487427 0.544615 0.157272 0.000000 0.000000 0.000000 0.000000
179 brown 0.883037 0.547692 0.625665 0.000000 0.000000 0.000000 0.000000
180 fox 0.517715 0.550769 0.207844 0.000000 0.000000 0.000000 0.000000
181 jumps 0.557561 0.553846 0.426199 0.000000 0.000000 0.000000 0.000000
182 over 0.829939 0.556923 0.394388 0.000000 0.000000 0.000000 0.000000
183 fox 0.244327 0.560000 0.326013 0.000000 0.000000 0.000000 0.000000
184 jumps 0.729360 0.563077 0.638654 0.000000 0.000000 0.000000 0.000000
185 over 0.984845 0.566154 0.338243 0.000000 0.000000 0.000000 0.000000
186 the 0.897560 0.569231 0.136075 0.000000 0.000000 0.000000 0.000000
187 jumps 0.410788 0.572308 0.005409 0.000000 0.000000 0.000000 0.000000
188 over 0.783282 0.575385 0.774386 0.000000 0.000000 0.000000 0.000000
189 the 0.293678 0.578462 0.114668 0.000000 0.000000 0.000000 0.000000
190 lazy 0.865535 0.581538 0.721006 0.000000 0.000000 0.000000 0.000000
191 over 0.049162 0.584615 0.449105 0.000000 0.000000 0.000000 0.000000
192 the 0.986467 0.587692 0.707909 0.000000 0.000000 0.000000 0.000000
193 lazy 0.210883 0.590769 0.473894 0.000000 0.000000 0.000000 0.000000
194 dog 0.865181 0.593846 0.093920 0.000000 0.000000 0.000000 0.000000
195 the 0.099559 0.596923 0.382896 0.000000 0.000000 0.000000 0.000000
196 lazy 0.301763 0.600000 0.657120 0.000000 0.000000 0.000000 0.000000
197 dog 0.809095 0.603077 0.131702 0.000000 0.000000 0.000000 0.000000
198 sleeps 0.051508 0.606154 0.053422 0.000000 0.000000 0.000000 0.000000
199 lazy 0.457716 0.609231 0.780868 0.000000 0.000000 0.000000 0.000000
200 dog 0.692076 0.612308 0.442560 0.000000 0.000000 0.000000 0.000000
201 sleeps 0.119111 0.615385 0.589637 0.000000 0.000000 0.000000 0.000000
202 all 0.578635 0.618462 0.529899 0.000000 0.000000 0.000000 0.000000
203 dog 0.595045 0.621538 0.361917 0.000000 0.000000 0.000000 0.000000
204 sleeps 0.304285 0.624615 0.888723 0.000000 0.000000 0.000000 0.000000
205 all 0.476585 0.627692 0.169820 0.000000 0.000000 0.000000 0.000000
206 day 0.609729 0.630769 0.525747 0.000000 0.000000 0.000000 0.000000
207 sleeps 0.618925 0.633846 0.596196 0.000000 0.000000 0.000000 0.000000
208 all 0.233656 0.636923 0.829808 0.000000 0.000000 0.000000 0.000000
209 day 0.070090 0.640000 0.098837 0.000000 0.000000 0.000000 0.000000
210 long 0.923728 0.643077 0.169649 0.000000 0.000000 0.000000 0.000000
211 start-token 0.481733 0.646154 0.225491 0.000000 0.000000 0.000000 0.000000
212 number 0.826769 0.649231 0.290829 0.000000 0.000000 0.000000 0.000000
213 one 0.357193 0.652308 0.878278 0.000000 0.000000 0.000000 0.000000
214 end-token 0.344251 0.655385 0.814909 0.000000 0.000000 0.000000 0.000000
215 start-token 0.659146 0.658462 0.036327 0.000000 0.000000 0.000000 0.000000
216 number 0.257469 0.661538 0.778257 0.000000 0.000000 0.000000 0.000000
217 two 0.625964 0.664615 0.836104 0.000000 0.000000 0.000000 0.000000
218 end-token 0.308157 0.667692 0.221009 0.000000 0.000000 0.000000 0.000000
219 start-token 0.198021 0.670769 0.612442 0.000000 0.000000 0.000000 0.000000
220 number 0.109733 0.673846 0.674605 0.000000 0.000000 0.000000 0.000000
221 three 0.782262 0.676923 0.719462 0.000000 0.000000 0.000000 0.000000
222 end-token 0.200352 0.680000 0.401188 0.000000 0.000000 0.000000 0.000000
223 start-token 0.315658 0.683077 0.434009 0.000000 0.000000 0.000000 0.000000
224 number 0.230996 0.686154 0.385748 0.000000 0.000000 0.000000 0.000000
225 four 0.532846 0.689231 0.154724 0.000000 0.000000 0.000000 0.000000
226 end-token 0.555398 0.692308 0.014579 0.000000 0.000000 0.000000 0.000000
227 start-token 0.380215 0.695385 0.382167 0.000000 0.000000 0.000000 0.000000
228 number 0.305408 0.698462 0.737408 0.000000 0.000000 0.000000 0.000000
229 five 0.260445 0.701538 0.649659 0.000000 0.000000 0.000000 0.000000
230 end-token 0.552316 0.704615 0.919591 0.000000 0.000000 0.000000 0.000000
231 a 0.685986 0.707692 0.809785 0.000000 0.000000 0.000000 0.000000
232 b 0.697848 0.710769 0.311950 0.000000 0.000000 0.000000 0.000000
233 c 0.645889 0.713846 0.006005 0.000000 0.000000 0.000000 0.000000
234 b 0.532960 0.716923 0.843910 0.000000 0.000000 0.000000 0.000000
235 c 0.618447 0.720000 0.642693 0.000000 0.000000 0.000000 0.000000
236 d 0.518515 0.723077 0.400709 0.000000 0.000000 0.000000 0.000000
237 c 0.362154 0.726154 0.718867 0.000000 0.000000 0.000000 0.000000
238 d 0.801897 0.729231 0.677812 0.000000 0.000000 0.000000 0.000000
239 e 0.152876 0.732308 0.032893 0.000000 0.000000 0.000000 0.000000
240 d 0.063561 0.735385 0.685722 0.000000 0.000000 0.000000 0.000000
241 e 0.187616 0.738462 0.618958 0.000000 0.000000 0.000000 0.000000
242 f 0.700301 0.741538 0.567831 0.000000 0.000000 0.000000 0.000000
243 e 0.001125 0.744615 0.005709 0.000000 0.000000 0.000000 0.000000
244 f 0.305239 0.747692 0.261570 0.000000 0.000000 0.000000 0.000000
245 g 0.655368 0.750769 0.857555 0.000000 0.000000 0.000000 0.000000
246 f 0.181161 0.753846 0.341354 0.000000 0.000000 0.000000 0.000000
247 g 0.667341 0.756923 0.879009 0.000000 0.000000 0.000000 0.000000
248 h 0.653305 0.760000 0.313230 0.000000 0.000000 0.000000 0.000000
249 g 0.885014 0.763077 0.186265 0.000000 0.000000 0.000000 0.000000
250 h 0.157139 0.766154 0.503461 0.000000 0.000000 0.000000 0.000000
251 i 0.828957 0.769231 0.675654 0.000000 0.000000 0.000000 0.000000
252 h 0.904170 0.772308 0.191112 0.000000 0.000000 0.000000 0.000000
253 i 0.394521 0.775385 0.706067 0.000000 0.000000 0.000000 0.000000
254 j 0.868924 0.778462 0.547397 0.000000 0.000000 0.000000 0.000000
255 i 0.738959 0.781538 0.932485 0.000000 0.000000 0.000000 0.000000
256 j 0.233119 0.784615 0.926576 0.000000 0.000000 0.000000 0.000000
257 k 0.551443 0.787692 0.933420 0.000000 0.000000 0.000000 0.000000
258 j 0.494407 0.790769 0.552568 0.000000 0.000000 0.000000 0.000000
259 k 0.939129 0.793846 0.799646 0.000000 0.000000 0.000000 0.000000
260 l 0.814139 0.796923 0.594497 0.000000 0.000000 0.000000 0.000000
261 k 0.657201 0.800000 0.995300 0.000000 0.000000 0.000000 0.000000
262 l 0.935852 0.803077 0.324541 0.000000 0.000000 0.000000 0.000000
263 m 0.874309 0.806154 0.589157 0.000000 0.000000 0.000000 0.000000
264 l 0.637771 0.809231 0.759324 0.000000 0.000000 0.000000 0.000000
265 m 0.775421 0.812308 0.794910 0.000000 0.000000 0.000000 0.000000
266 n 0.262785 0.815385 0.604379 0.000000 0.000000 0.000000 0.000000
267 m 0.470564 0.818462 0.166955 0.000000 0.000000 0.000000 0.000000
268 n 0.795490 0.821538 0.865085 0.000000 0.000000 0.000000 0.000000
269 o 0.873021 0.824615 0.664414 0.000000 0.000000 0.000000 0.000000
270 n 0.412483 0.827692 0.611981 0.000000 0.000000 0.000000 0.000000
271 o 0.596899 0.830769 0.645602 0.000000 0.000000 0.000000 0.000000
272 p 0.538557 0.833846 0.148342 0.000000 0.000000 0.000000 0.000000
273 o 0.579022 0.836923 0.032963 0.000000 0.000000 0.000000 0.000000
274 p 0.700910 0.840000 0.518151 0.000000 0.000000 0.000000 0.000000
275 q 0.832609 0.843077 0.515049 0.000000 0.000000 0.000000 0.000000
276 p 0.112648 0.846154 0.489810 0.000000 0.000000 0.000000 0.000000
277 q 0.510349 0.849231 0.048500 0.000000 0.000000 0.000000 0.000000
278 r 0.814351 0.852308 0.384658 0.000000 0.000000 0.000000 0.000000
279 q 0.637656 0.855385 0.452122 0.000000 0.000000 0.000000 0.000000
280 r 0.143982 0.858462 0.413078 0.000000 0.000000 0.000000 0.000000
281 s 0.247033 0.861538 0.406767 0.000000 0.000000 0.000000 0.000000
282 r 0.017457 0.864615 0.717597 0.000000 0.000000 0.000000 0.000000
283 s 0.573721 0.867692 0.812947 0.000000 0.000000 0.000000 0.000000
284 t 0.582682 0.870769 0.446743 0.000000 0.000000 0.000000 0.000000
285 s 0.477361 0.873846 0.995165 0.000000 0.000000 0.000000 0.000000
286 t 0.058723 0.876923 0.074260 0.000000 0.000000 0.000000 0.000000
287 u 0.640766 0.880000 0.597280 0.000000 0.000000 0.000000 0.000000
288 t 0.222602 0.883077 0.219788 0.000000 0.000000 0.000000 0.000000
289 u 0.630243 0.886154 0.923513 0.000000 0.000000 0.000000 0.000000
290 v 0.737939 0.889231 0.462852 0.000000 0.000000 0.000000 0.000000
291 u 0.438562 0.892308 0.850586 0.000000 0.000000 0.000000 0.000000
292 v 0.952662 0.895385 0.948911 0.000000 0.000000 0.000000 0.000000
293 w 0.899086 0.898462 0.767014 0.000000 0.000000 0.000000 0.000000
294 v 0.333569 0.901538 0.536743 0.000000 0.000000 0.000000 0.000000
295 w 0.219136 0.904615 0.477551 0.000000 0.000000 0.000000 0.000000
296 x 0.949820 0.907692 0.466169 0.000000 0.000000 0.000000 0.000000
297 w 0.884318 0.910769 0.967277 0.000000 0.000000 0.000000 0.000000
298 x 0.183765 0.913846 0.458039 0.000000 0.000000 0.000000 0.000000
299 y 0.780224 0.916923 0.766448 0.000000 0.000000 0.000000 0.000000
300 x 0.904782 0.920000 0.257585 0.000000 0.000000 0.000000 0.000000
301 y 0.761612 0.923077 0.963505 0.000000 0.000000 0.000000 0.000000
302 z 0.331846 0.926154 0.402379 0.000000 0.000000 0.000000 0.000000
303 hello 0.560785 0.929231 0.554448 0.000000 0.000000 0.000000 0.000000
304 there 0.622167 0.932308 0.191028 0.000000 0.000000 0.000000 0.000000
305 there 0.477961 0.935385 0.360105 0.000000 0.000000 0.000000 0.000000
306 hello 0.653880 0.938462 0.916523 0.000000 0.000000 0.000000 0.000000
307 hello 0.210692 0.941538 0.606542 0.000000 0.000000 0.000000 0.000000
308 my 0.865434 0.944615 0.109778 0.000000 0.000000 0.000000 0.000000
309 friend 0.373556 0.947692 0.199003 0.000000 0.000000 0.000000 0.000000
310 my 0.646520 0.950769 0.592692 0.000000 0.000000 0.000000 0.000000
311 friend 0.676554 0.953846 0.596341 0.000000 0.000000 0.000000 0.000000
312 hello 0.058860 0.956923 0.560872 0.000000 0.000000 0.000000 0.000000
313 friend 0.563617 0.960000 0.242626 0.000000 0.000000 0.000000 0.000000
314 hello 0.018911 0.963077 0.343841 0.000000 0.000000 0.000000 0.000000
315 my 0.009073 0.966154 0.923692 0.000000 0.000000 0.000000 0.000000
316 start 0.601427 0.969231 0.770686 0.000000 0.000000 0.000000 0.000000
317 and 0.887197 0.972308 0.933273 0.000000 0.000000 0.000000 0.000000
318 end 0.173065 0.975385 0.447982 0.000000 0.000000 0.000000 0.000000
319 middle 0.487721 0.978462 0.795231 0.000000 0.000000 0.000000 0.000000
320 start 0.639009 0.981538 0.965682 0.000000 0.000000 0.000000 0.000000
321 end 0.155336 0.984615 0.292889 0.000000 0.000000 0.000000 0.000000
322 end 0.882204 0.987692 0.366028 0.000000 0.000000 0.000000 0.000000
323 middle 0.899431 0.990769 0.747638 0.000000 0.000000 0.000000 0.000000
324 start 0.475806 0.993846 0.272987 0.000000 0.000000 0.000000 0.000000
325 end-token 0.946640 0.996923 0.122326 0.000000 0.000000 0.000000 0.000000
