[2026-03-10 23:24:50] FrameRendered: at 2026-03-10 23:24:50 | Source: renderer
[2026-03-10 23:26:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:02] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:02] FrameRendered: at 2026-03-10 23:26:02 | Source: renderer
[2026-03-10 23:26:03] FrameRendered: at 2026-03-10 23:26:03 | Source: renderer
[2026-03-10 23:26:03] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:03] FrameRendered: at 2026-03-10 23:26:03 | Source: renderer
[2026-03-10 23:26:03] FrameRendered: at 2026-03-10 23:26:03 | Source: renderer
[2026-03-10 23:26:03] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 23:26:03] FrameRendered: at 2026-03-10 23:26:03 | Source: renderer
[2026-03-10 23:26:03] FrameRendered: at 2026-03-10 23:26:03 | Source: renderer
