[2026-03-03 21:57:36] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 22:58:52] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 22:58:53] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 22:58:53] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 22:58:54] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 22:58:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 22:58:57] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 22:58:58] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 22:58:59] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:04:31] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:04:31] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:04:33] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 23:04:34] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:04:40] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 23:04:40] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:04:41] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:06:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:06:59] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:07:00] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:07:01] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:07:02] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:07:02] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:07:16] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:07:16] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 23:07:17] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:07:17] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:12:35] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:12:36] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:12:37] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:12:38] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:12:38] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:12:41] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:12:42] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:12:42] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:12:43] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:13:30] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:13:30] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:13:31] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:13:33] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:13:34] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:17:20] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:17:21] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:17:21] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:17:24] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:17:25] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:20:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:20:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:21:02] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:02] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:03] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:04] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:05] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:05] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:06] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:06] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:06] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:07] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:21:09] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:21:10] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:11] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:13] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:21:14] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:14] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:14] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:15] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:15] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:15] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:21:15] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:21:16] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:17] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:21:22] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:21:23] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:23] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:21:29] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:21:30] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:21:31] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:24:02] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:24:02] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:24:03] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:24:04] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:24:05] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:24:10] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:24:11] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:24:15] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:24:16] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:24:17] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:24:21] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:24:22] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:24:24] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:24:30] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-03 23:24:31] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:33:36] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:33:36] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:33:37] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:33:42] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:33:42] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:33:43] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:33:44] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:33:45] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:33:47] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:33:49] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-03 23:33:52] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:33:52] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:33:53] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:33:53] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:33:55] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:33:56] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:33:57] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:37:38] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:37:38] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:37:39] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:37:40] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:37:41] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:37:42] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:37:43] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:37:43] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:37:43] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:37:44] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:37:47] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:37:58] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:38:00] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-03 23:38:00] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:38:01] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:38:01] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:38:01] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:38:01] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:38:02] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:02] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:38:03] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:38:04] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 23:38:04] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:38:06] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:38:06] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:38:08] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:38:08] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:38:09] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:10] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:38:10] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:25] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:38:25] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:26] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:28] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:38:29] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:29] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:38:30] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:38:31] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:33] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:38:34] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:38:34] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-03 23:38:35] KeyCaptured: 53 ('5') | Source: keyboard_input
[2026-03-03 23:38:38] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:38:38] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:38:39] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:38:40] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:38:40] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:38:41] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:00] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:43:00] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:01] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:03] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:03] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:43:04] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:43:05] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:06] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:43:07] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:43:08] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-03 23:43:09] KeyCaptured: 53 ('5') | Source: keyboard_input
[2026-03-03 23:43:10] KeyCaptured: 54 ('6') | Source: keyboard_input
[2026-03-03 23:43:14] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-03 23:43:14] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:43:16] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-03 23:43:16] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:43:21] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:43:25] KeyCaptured: 53 ('5') | Source: keyboard_input
[2026-03-03 23:43:29] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:43:29] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:43:29] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:43:29] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:43:30] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:43:30] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-03 23:43:31] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:33] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:43:34] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:43:34] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-03 23:43:36] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:43:36] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:43:37] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-03 23:43:38] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:43:38] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:43:39] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:43:39] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-03 23:43:39] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:43:39] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:43:40] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:43:40] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:43:42] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-03 23:43:42] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-03 23:43:44] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-03 23:43:45] KeyCaptured: 53 ('5') | Source: keyboard_input
[2026-03-03 23:55:19] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:55:19] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-03 23:55:20] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:55:21] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:55:22] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:55:23] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-03 23:55:32] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-03 23:55:33] KeyCaptured: 54 ('6') | Source: keyboard_input
[2026-03-03 23:55:33] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-03 23:55:34] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:00:40] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 00:00:41] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:00:41] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:00:43] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:00:43] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:00:44] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:00:44] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:00:45] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:00:45] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:01:13] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 00:01:13] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:01:14] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:01:16] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:01:17] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:01:17] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:01:22] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:03:04] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:03:05] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:03:08] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:03:09] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:03:12] KeyCaptured: 1001 ('?') | Source: keyboard_input
