[2026-03-18 01:37:19] FrameRendered: at 2026-03-18 01:37:19 | Source: renderer
[2026-03-18 01:37:41] FrameRendered: at 2026-03-18 01:37:41 | Source: renderer
[2026-03-18 01:37:41] InputReceived: key_code=50 | Source: orchestrator
[2026-03-18 01:37:41] FrameRendered: at 2026-03-18 01:37:41 | Source: renderer
[2026-03-18 01:37:41] InputReceived: key_code=1001 | Source: orchestrator
[2026-03-18 01:37:41] FrameRendered: at 2026-03-18 01:37:41 | Source: renderer
[2026-03-18 01:37:42] InputReceived: key_code=13 | Source: orchestrator
[2026-03-18 01:37:42] FrameRendered: at 2026-03-18 01:37:42 | Source: renderer
[2026-03-18 01:37:42] InputReceived: key_code=1001 | Source: orchestrator
[2026-03-18 01:37:42] FrameRendered: at 2026-03-18 01:37:42 | Source: renderer
[2026-03-18 01:37:42] FrameRendered: at 2026-03-18 01:37:42 | Source: renderer
[2026-03-18 01:37:43] InputReceived: key_code=1000 | Source: orchestrator
[2026-03-18 01:37:43] FrameRendered: at 2026-03-18 01:37:43 | Source: renderer
[2026-03-18 01:37:43] FrameRendered: at 2026-03-18 01:37:43 | Source: renderer
[2026-03-18 01:37:43] InputReceived: key_code=1000 | Source: orchestrator
[2026-03-18 01:37:43] FrameRendered: at 2026-03-18 01:37:43 | Source: renderer
[2026-03-18 01:37:43] FrameRendered: at 2026-03-18 01:37:43 | Source: renderer
[2026-03-18 01:37:44] InputReceived: key_code=27 | Source: orchestrator
[2026-03-18 01:37:44] FrameRendered: at 2026-03-18 01:37:44 | Source: renderer
[2026-03-18 01:37:44] InputReceived: key_code=1003 | Source: orchestrator
[2026-03-18 01:37:44] FrameRendered: at 2026-03-18 01:37:44 | Source: renderer
[2026-03-18 01:37:45] InputReceived: key_code=13 | Source: orchestrator
[2026-03-18 01:37:45] FrameRendered: at 2026-03-18 01:37:45 | Source: renderer
[2026-03-18 01:37:46] InputReceived: key_code=1001 | Source: orchestrator
[2026-03-18 01:37:46] FrameRendered: at 2026-03-18 01:37:46 | Source: renderer
[2026-03-18 01:37:46] FrameRendered: at 2026-03-18 01:37:46 | Source: renderer
[2026-03-18 01:37:46] InputReceived: key_code=1001 | Source: orchestrator
[2026-03-18 01:37:46] FrameRendered: at 2026-03-18 01:37:46 | Source: renderer
[2026-03-18 01:37:46] FrameRendered: at 2026-03-18 01:37:46 | Source: renderer
