[2026-04-03 23:49:45] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:49:57] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-03 23:49:57] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-03 23:49:57] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:49:58] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:49:59] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-03 23:49:59] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:49:59] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:50:00] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:50:00] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-03 23:50:01] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-03 23:50:02] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-03 23:50:02] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:50:02] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-03 23:50:02] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:50:03] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:50:04] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-03 23:50:04] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:50:04] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-03 23:50:05] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-03 23:59:09] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:59:10] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:59:10] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:59:10] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:59:11] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:59:12] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-03 23:59:12] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-03 23:59:12] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-03 23:59:13] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-03 23:59:13] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-03 23:59:14] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:22] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:23] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:24] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:10:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:25] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:25] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:10:26] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:10:26] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:10:28] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:28] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:28] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:28] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:29] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:29] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 00:10:30] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:10:31] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:10:31] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:10:31] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:32] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-04 00:10:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:33] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:10:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:10:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:35] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:10:35] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:10:36] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 00:10:36] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 00:10:37] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:10:37] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:29:53] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:30:49] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:49] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:30:49] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:30:50] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:50] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:51] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:51] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:30:52] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:30:53] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:30:53] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 00:30:53] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 00:30:53] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:54] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:30:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:02] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:35:02] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:02] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:03] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:03] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:35:06] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 00:35:09] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 00:35:09] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:35:10] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:35:10] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:11] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:11] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:11] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:35:11] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 00:35:11] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:12] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:12] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:12] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:12] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:13] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:13] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 00:35:13] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:13] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:13] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 00:35:14] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:09:15] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:09:15] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 01:09:16] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:09:16] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:09:17] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:09:17] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:09:17] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:09:18] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:09:19] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:09:19] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:09:19] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:09:20] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:09:20] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:19:02] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:19:03] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:19:03] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:19:04] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:19:04] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:19:05] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:19:05] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 01:19:06] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:19:06] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:19:06] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 01:19:07] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 01:21:31] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:21:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:21:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:21:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:21:33] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:21:37] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:21:37] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 01:21:37] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:21:38] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:21:38] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 01:29:21] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:29:23] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-04 01:29:23] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:29:25] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 01:29:25] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 01:29:26] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:29:26] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 01:29:26] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 01:29:27] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 03:41:07] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:41:07] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-04 03:41:08] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:41:09] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:41:09] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:41:10] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 03:41:10] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:16] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-04 03:57:16] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:32] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:47] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:47] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:48] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:48] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:48] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:50] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:50] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:50] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:54] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 03:57:54] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 03:57:55] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 03:57:55] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 03:57:56] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:56] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 03:57:57] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 03:57:57] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 03:57:57] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 03:57:59] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-04 03:57:59] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-04 04:17:01] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:02] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-04 04:17:03] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-04 04:17:03] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:04] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:05] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:06] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:06] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:07] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:07] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:08] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:08] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:08] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:09] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:11] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:13] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:13] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-04 04:17:13] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:14] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 04:17:14] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 04:17:15] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:15] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 04:17:15] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 04:17:15] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 04:17:16] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-04 04:17:16] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:18] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-04 04:17:19] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:20] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 04:17:20] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 04:17:20] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-04 04:17:20] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-04 04:17:21] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-04 04:17:23] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-04 04:17:23] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-04 04:17:24] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:24:14] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:24:15] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 13:24:15] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:24:16] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:24:16] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 13:24:17] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 13:24:17] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 13:24:17] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 13:24:18] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 13:24:18] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 13:24:18] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 13:24:18] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 13:24:19] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 13:24:19] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 13:24:19] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 13:24:20] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 13:24:20] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 13:34:26] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:34:27] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 13:34:27] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:34:28] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 13:34:29] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 13:34:31] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 13:34:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 13:34:32] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:09:59] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:10:00] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:00] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:00] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:00] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:01] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:10:02] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:03] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:10:03] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:10:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:06] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:10:07] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:10:07] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:07] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:10:08] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:10:08] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:32:30] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:32:30] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:32:30] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:32:31] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:32:31] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:32:32] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:32:33] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:32:33] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:32:33] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:32:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:32:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:32:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:32:35] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:32:35] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:32:36] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:32:36] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:36:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:36:35] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:36:37] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 15:36:37] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:36:39] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:36:40] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:36:40] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:36:40] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:40] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:36:40] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:53] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:53] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:53] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:53] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:54] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:54] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:36:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:36:56] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:56] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:57] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:57] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:58] KeyCaptured: 1002 ('?') | Source: keyboard_linux
