[2026-03-10 04:37:46] FrameRendered: at 2026-03-10 04:37:46 | Source: renderer
[2026-03-10 04:37:58] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 04:37:58] FrameRendered: at 2026-03-10 04:37:58 | Source: renderer
[2026-03-10 04:37:58] MoveEntity: hero | from (11,4) to (10,4) project=demo_1 direction=left
[2026-03-10 04:37:58] FrameRendered: at 2026-03-10 04:37:58 | Source: renderer
[2026-03-10 04:37:59] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 04:37:59] MoveEntity: hero | from (10,4) to (9,4) project=demo_1 direction=left
[2026-03-10 04:37:59] FrameRendered: at 2026-03-10 04:37:59 | Source: renderer
[2026-03-10 04:37:59] FrameRendered: at 2026-03-10 04:37:59 | Source: renderer
[2026-03-10 04:38:00] InputReceived: key_code=1000 | Source: keyboard_input
[2026-03-10 04:38:00] FrameRendered: at 2026-03-10 04:38:00 | Source: renderer
[2026-03-10 04:38:00] MoveEntity: hero | from (9,4) to (8,4) project=demo_1 direction=left
[2026-03-10 04:38:00] FrameRendered: at 2026-03-10 04:38:00 | Source: renderer
[2026-03-10 04:38:00] InputReceived: key_code=13 | Source: keyboard_input
[2026-03-10 04:38:00] Interact: hero | interacted with npc_01 at (7,4) script=scripts/npc_greeting.asm
[2026-03-10 04:38:00] ConsolePrint: Hello there! I am the project anchor.
[2026-03-10 04:38:00] ConsolePrint: Can you move the selector to that chest?
[2026-03-10 04:38:00] FrameRendered: at 2026-03-10 04:38:00 | Source: renderer
[2026-03-10 04:38:00] FrameRendered: at 2026-03-10 04:38:00 | Source: renderer
[2026-03-10 04:38:04] InputReceived: key_code=1001 | Source: keyboard_input
[2026-03-10 04:38:04] FrameRendered: at 2026-03-10 04:38:04 | Source: renderer
[2026-03-10 04:38:04] MoveEntity: hero | from (8,4) to (9,4) project=demo_1 direction=right
[2026-03-10 04:38:04] FrameRendered: at 2026-03-10 04:38:04 | Source: renderer
